Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mi 06.10.2010,2747.html,2747,Bern,Keine Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2747.html,Bundeskanzlei
