Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Operation NAVFOR Atalanta. Assistenzdienst im Ausland sowie Änderung des Militärgesetzes Immobilienbotschaft VBS 2009,Di 16.06.2009 16:00,2118.html,2118,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2118.html,SiK-N
