Beschreibung,Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Medienkonferenz des Bundesrates Die Medienkonferenz wird auf www.admin.ch live übertragen.,So 27.11.2016,6260.html,6260,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze Bern MZ",Links Medienkonferenz Abstimmungsvorlage,Eidgenössische Volksabstimmung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6260.html,Der Bundesrat
