Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mi 31.01.2007,177.html,177,Medienzentrum 3003 Bern,Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-177.html,Bundeskanzlei
