"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Sa 05.05.2007 10:00,520.html,520,Restaurant Cinématte Bern,Links www.europa.ch,Generalversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-520.html,Neue Europäische Bewegung Schweiz - nebs
