"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Do 12.11.2009 16:30,2441.html,2441,Galerie des Alpes Parlamentsgebäude Palais du Parlement Bern,"Attachments Einladung an die Medien (PDF, 242 kB)",Erster KMU-Tag der SP Schweiz (Apéro),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2441.html,SP Schweiz
