Beschreibung,Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
"Vorinfo: Am 21. Mai 2015, 10:30-11:30 wird im Rahmen der 3. Nationalen Konferenz Jugend und Gewalt im Palazzo dei Congressi in Lugano darüber informiert, wie die Prävention von Jugendgewalt langfristig verankert werden kann. Teilnehmer der Medienkonferenz sind Ludwig Gärtner (stellvertretender Direktor BSV), ein Mitglied des Tessiner Staatsrates, Claudio Chiapparino (Leiter Tourismus und Veranstaltungen, Lugano) sowie Dr. Denis Ribeaud (Wissenschaftlicher Projektleiter, Professur für Soziologie, ETH Zürich). Moderation durch Antonio Perugini, Stv. Staatsanwalt. Das Detailprogramm folgt Anfang Mai.",Do 21.05.2015,5609.html,5609,Palazzo dei Congressi Lugano,Links Jugend und Gewalt,«Wie sieht die Zukunft der Gewaltprävention in der Schweiz aus?»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5609.html,Bundesamt für Sozialversicherungen
