Beschreibung,Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
Medienkonferenz des Bundesrates,So 27.09.2009,1934.html,1934,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",Links Abstimmungsvorlagen www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1934.html,Bundeskanzlei
