Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
-,Mi 09.01.2013,4199.html,4199,Bern,Keine Medienkonferenz zur ersten Bundesratssitzung 2013,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4199.html,Der Bundesrat
