Datum,File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Sa 14.02.2009,1806.html,1806,Marianne Binder Kommunikationschefin der CVP Schweiz Responsable de la communication du PDC suisse 031 357 33 33 079 686 01 31,Solothurn,Parteitag,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1806.html,CVP Schweiz
