"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter
Do 07.04.2011 10:00 - 11:00,3464.html,3464,"Thomas Abegglen, BK /ChF / CaF 031 323 08 35","Medienzentrum Bundeshaus, kleiner Konferenzraum Centre de presse du Palais fédéral, petite salle de conférences Centro media di Palazzo federale, sala conferenze piccola Bern","Attachments Einladung an die Medien (PDF, 472 kB)","Hintergrundgespräch zum Bericht ""Perspektiven 2025""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3464.html,Bundeskanzlei
