"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Mo 10.08.2009 14:15,2153.html,2153,Parlamentsgebäude Palais du Parlement Bern,Links Die Bundesversammlung - Das Schweizer Parlament,Sondersession des Ständerats (10./11. August 2009),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2153.html,Bundesversammlung
