Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
-,Mi 18.05.2016,5951.html,5951,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Centro media di Palazzo federale, sala delle conferenze Bern",Keine Medienkonferenz zur Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5951.html,Der Bundesrat
