Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mi 18.08.2010,2513.html,2513,Bern,Keine Medienkonferenz zur ordentlichen Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2513.html,Bundeskanzlei
