Beschreibung,Datum,File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
-,Mi 01.06.2016,5965.html,5965,Bundesamt für Verkehr BAV Office fédéral des transports OFT Ufficio federale dei trasporti UFT,Pollegio (TI) und Erstfeld (UR),Eröffnungsfeierlichkeiten des Gotthard-Basistunnels,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5965.html,Bundesamt für Verkehr
