Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Mi 10.11.2010,2826.html,2826,Bern,Links www.tv.admin.ch,Keine Medienkonferenz zur Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2826.html,Bundeskanzlei
