Beschreibung,"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Thema: Unternehmenssteuerreformgesetz III (WAK) Beginn frühestens um 17.00 Uhr,Do 02.06.2016 17:00,6211.html,6211,"Parlamentsgebäude, vor dem Zimmer 286 Palais du Parlement, devant la salle 286 Bern",Point de presse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6211.html,WAK-N / CER-N
