"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Fr 07.09.2007 18:30,757.html,757,"Roman S. Jäggi, Pressesprecher SVP",Casino Montreux,Rencontres Nationales UDC 2007,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-757.html,SVP/UDC
