Beschreibung,"Datum
           
           Zeit",File,ID,Ort,Sonstiges,URL,Veranstalter
Point de presse,Mi 12.06.2013 10:30 - 11:30,4692.html,4692,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",Links Medienmitteilung vom 12. Juni 2013,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4692.html,Wettbewerbskommission
