Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
So 13.04.2008,1182.html,1182,Washington,"Links Medienmitteilung ""Frühjahrstagung 2008 von IWF und Weltbank""",BR Merz und Leuthard an der Frühjahrstagung des Internationalen Währungsfonds (IWF) und der Weltbankgruppe,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1182.html,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung"
