Beschreibung,Datum,File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Medienkonferenz,Fr 22.08.2008,1341.html,1341,Hansruedi Moser Leiter Information und Kommunikation / Chef information et communication 031 322 37 63,"Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",Links Medienmitteilung vom 02.07.2008,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1341.html,Bundeskanzlei
