Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
Medienkonferenz des Bundesrates,Mi 21.05.2008,956.html,956,Medienzentrum Konferenzsaal Centre de presse du Palais fédéral Salle de conférence Bern,Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-956.html,Bundeskanzlei
