Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
Medienkonferenz des Bundesrates,Mi 17.10.2007,480.html,480,Medienzentrum Bern,Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-480.html,Bundeskanzlei
