Datum,File,ID,Kontakt,Ort,URL,Veranstalter
Sa 13.06.2009,1981.html,1981,Grüne Partei der Schweiz Parti écologiste suisse Tel: +41 (0)31 312 66 60 Fax: +41 (0)31 312 66 62 www.verts.ch - www.gruene.ch,Landhaus 4500 Solothurn,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1981.html,Grüne Partei der Schweiz
