Beschreibung,"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Thema: Projekt BODLUV 2020,Di 12.04.2016 14:30,6133.html,6133,"Parlamentsgebäude, Zimmer 287 Palais du Parlement, salle 287 Bern","Attachments Einladung an die Medien / Invitation aux médias (PDF, 12 kB)",Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6133.html,SiK-N / CPS-N
