"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Do 31.05.2007 14:15,554.html,554,"Cedric Wermuth, Zentralsekretär Juso, 079 783 83 29",Medienzentrum Bundeshaus 3003 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-554.html,JUSO
