"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Do 02.04.2009 09:30 - 11:00,1694.html,1694,"Patrik Ducrey, Stv. Direktor, Sekretariat WEKO Tel. 031 324 96 78","Medienzentrum Bundeshaus, Konferenzsaal Centre de presse du Palais fédéral, salle de conférences Bern",Jahrespressekonferenz WEKO,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1694.html,Wettbewerbskommission
