Datum,File,ID,Ort,TITLE,URL,Veranstalter
Do 01.07.2010,2855.html,2855,_,Ausflug der Bundeshaus-Journalistinnen und -Journalisten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2855.html,VBJ
