Beschreibung,"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Zur Geschichtsschreibung in den schönen Künsten. Internationale und interdisziplinäre Tagung der Universität Bern und der Carl von Ossietzky Universität Oldenburg in Zusammenarbeit mit dem Schweizerischen Literaturarchiv.,Do 19.03.2009 12:30 - 21:00,1862.html,1862,Schweizerische Nationalbibliothek Hallwylstrasse 15 3003 Bern 3003 Bern,Anekdote-Biographie-Kanon.,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1862.html,Schweizerische Nationalbibliothek
