Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
Medienkonferenz des Bundesrates,Mi 16.04.2008,922.html,922,Medienzentrum Konferenzsaal Centre de presse du Palais fédéral Salle de conférence Bern,Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-922.html,Bundeskanzlei
