"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Mi 30.07.2008 14:30,1370.html,1370,Medienzentrum Bundeshaus 3003 Bern,Medienkonferenz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1370.html,SVP Schweiz
