Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mi 10.02.2010,2314.html,2314,Bern,Keine Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2314.html,Bundeskanzlei
