"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Sa 19.09.2009 11:30,2218.html,2218,Kantonsschule Burggraben Burggraben 21 St.Gallen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2218.html,Grüne - Les Verts
