Datum,File,ID,Ort,TITLE,URL,Veranstalter
Do 04.07.2013,4677.html,4677,-,Ausflug der Bundeshaus-Journalistinnen und -Journalisten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4677.html,VBJ
