"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Fr 31.08.2007 10:00,733.html,733,Morges,"Congrès ""UNILIB""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-733.html,Parti Libéral Suisse PLS / PRD Suisse
