Beschreibung,Datum,File,ID,Kontakt,Ort,URL,Veranstalter
"Die Forderungen der Privatspitäler werden vorgestellt von Adrian Dennler (Präsident), Nello Castelli (Vorstandsmitglied) und Guido Schommer (Generalsekretär)",So 01.01.2017,6654.html,6654,Guido Schommer Generalsekretär PKS Telefon: 079 300 51 45,Hotel Bellevue Palace 3000 Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-6654.html,Privatkliniken Schweiz (PKS)
