Beschreibung,"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
"Volksinitiative ""Rettet den Schweizer Wald"" Änderung des Waldgesetzes",Di 04.09.2007 16:30,746.html,746,Medienzentrum Bundeshaus Centre de presse du Palais fédéral Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-746.html,UREK-N
