"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Do 13.12.2007 12:00,987.html,987,Medienzentrum Bundeshaus Konferenzsaal Centre de presse du Palais fédéral Salle de conférence Bern,Medienkonferenz mit Bundesrat Samuel Schmid,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-987.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport"
