"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Mo 28.04.2008 09:15,1179.html,1179,Parlamentsgebäude Palais du Parlement Bern,Links Sessionsprogramm,Sondersession des Ständerates,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1179.html,Bundesversammlung
