Datum,File,ID,Ort,TITLE,URL,Veranstalter
Sa 01.03.2008,1023.html,1023,Wängi TG,Delegiertenversammlung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1023.html,SVP Schweiz
