Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
abgesagt,Fr 29.12.2006,949.html,949,Bern,abgesagt,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-949.html,abgesagt
