Beschreibung,"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Point de presse,Di 27.03.2007 17:00,369.html,369,Medienzentrum Bern,Armeeorganisation,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-369.html,SiK-N
