"Datum
           
           Zeit",File,ID,Ort,URL,Veranstalter
Sa 23.06.2007 10:00 - 13:00,600.html,600,Aigle,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-600.html,Liberale Partei der Schweiz
