"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Sa 17.10.2009 11:15 - 16:00,2357.html,2357,Kultur- und Tagungszentrum MythenForum Schwyz,"Attachments Einladung an die Medien (PDF, 776 kB)",Ausserordentlicher Parteitag,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2357.html,SP Schweiz
