"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Fr 25.05.2007 10:00 - 13:00,308.html,308,"Patrick Jecklin, Leiter Kommunikation BPV, Tel. 031 325 01 65",Hauptbahnhof Zürich Zürich,"Attachments Einladung an die Medien (PDF, 515 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-308.html,Bundesamt für Privatversicherungen
