"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Mo 30.11.2009 10:00,2468.html,2468,"Barbara Marty, transfair 031 370 21 35",Produktionszentrum Radio Fernsehen Bundeshaus Bundesgasse 8 - 12 (Medienzentrum) Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2468.html,transfair
