Beschreibung,Datum,File,ID,Ort,TITLE,URL,Veranstalter
-,Mi 04.02.2015,5275.html,5275,Bern,Keine Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5275.html,Der Bundesrat
