Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Fr 02.09.2011,3774.html,3774,Bern,Links Medienmitteilung vom 30. August 2011,Keine Medienkonferenz zu den von Wattenwyl-Gespräche,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3774.html,Der Bundesrat
