Beschreibung,Datum,File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
-,Do 15.11.2012,4394.html,4394,Linda Shepard Kommunikationsbeauftragte EDA / Chargée de communication DFAE +41 (0)79 544 48 16,Bern,"Offizieller Besuch von Mahmoud Abbas, Präsident der Palästinensischen Behörde",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4394.html,Eidgenössisches Departement für auswärtige Angelegenheiten EDA und Eidgenössisches Finanzdepartement EFD
