"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Mo 15.02.2010 19:30,2590.html,2590,Bern,Treffen der Vereinigung der Bundeshaus-Journalistinnen und -Journalisten mit Bundespräsidentin Doris Leuthard,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2590.html,Vereinigung der Bundeshaus-Journalistinnen und -Journalisten (VBJ)
