Beschreibung,"Datum
           
           Zeit",File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Sommersession der Eidgenössischen Räte (bis 17. Juni 2015),Mo 30.05.2016 14:30,5953.html,5953,Parlamentsgebäude Palais du Parlement Palazzo del Parlamento Bern,Links Die Bundesversammlung - Das Schweizer Parlament,Beginn der Sesssion,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5953.html,Bundesversammlung
