Beschreibung,Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Sondersession vom 4. bis 7. Mai 2015,Mo 04.05.2015,5415.html,5415,Parlamentsgebäude Palais du Parlement Palazzo del Parlamento Bern,Links Die Bundesversammlung - Das Schweizer Parlament,Sondersession des Nationalrats,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5415.html,Bundesversammlung
