Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
So 15.05.2011,3315.html,3315,__,Links Medienmitteilung vom 12. Januar 2011,Keine eidgenössische Volksabstimmung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3315.html,Bundeskanzlei
