Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Fr 12.03.2010,2319.html,2319,Bern,Links www.tv.admin.ch,Keine Medienkonferenz des Bundesrates,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2319.html,Bundeskanzlei
