Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
So 27.11.2011,3562.html,3562,__,Links Medienmitteilung vom 18. Mai 2011,Keine eidgenössische Volksabstimmung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-3562.html,Bundeskanzlei
