Datum,File,ID,Ort,TITLE,URL,Veranstalter
Mi 12.01.2011,2887.html,2887,Bern,Keine Medienkonferenz zur ersten Bundesratssitzung 2011,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2887.html,Der Bundesrat
