Datum,File,ID,Ort,Sonstiges,TITLE,URL,Veranstalter
Mi 24.03.2010,2320.html,2320,Bern,Links www.tv.admin.ch,Keine Medienkonferenz zur ordentlichen Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2320.html,Bundeskanzlei
