"Datum
           
           Zeit",File,ID,Kontakt,Ort,TITLE,URL,Veranstalter
Fr 20.04.2007 09:30 - 10:30,444.html,444,"Roman Jäggi, Pressesprecher SVP",Medienzentrum 3003 Bern,Ja zur 5. IV-Revision,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-444.html,SVP
