Datum,File,ID,Ort,TITLE,URL,Veranstalter
Fr 24.09.2010,2745.html,2745,Bern,Keine Medienkonferenz zur Bundesratssitzung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2745.html,Bundeskanzlei
