"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,URL,Veranstalter
Mi 26.08.2009 09:30 - 15:45,2252.html,2252,Daniel Reist Chef Kommunikation Heer / Chef de la communication des Forces terrestres 031 322 28 89,"Kaserne Bremgarten (AG), Filmsaal Caserne de Bremgarten (AG), salle de projection Bremgarten (AG)","Attachments Einladung an die Medien (PDF, 455 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2252.html,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport"
