Datum,File,ID,Ort,Sonstiges,URL,Veranstalter
Mi 17.11.2010,2827.html,2827,Bern,Links www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2827.html,Bundeskanzlei
