"Datum
           
           Zeit",File,ID,Ort,TITLE,URL,Veranstalter
Mo 01.12.2008 09:30,1606.html,1606,"Eulachhof, Else-Züblin-Strasse 91 8400 Winterthur",Neue Politik des Bundes zur Ressource Holz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1606.html,Bundesamt für Umwelt BAFU
