"Datum
           
           Zeit",File,ID,Kontakt,Ort,Sonstiges,TITLE,URL,Veranstalter
Do 26.02.2009 14:15,1833.html,1833,Guido Balmer Mediendienst fedpol / Service de presse de fedpol 031 324 13 91,"Medienzentrum Bundeshaus, kleiner Konferenzraum Centre de presse du Palais fédéral, petite salle de conférences Bern",Links Medienmitteilung vom 18.02.2009,Hintergrundgespräch Ausweisgesetz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1833.html,Bundesamt für Polizei
