"Datum
           
           Zeit",File,ID,Kontakt,Ort,URL,Veranstalter
Di 06.07.2010 10:30,2891.html,2891,Peter Lauener Leiter Kommunikation SGB/Responsable de la communication USS 031 377 01 06,Bundesterrasse (Südseite Bundeshaus West) Terrasse du Palais fédéral (côté sud du Palais fédéral ouest) Bern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-2891.html,"Referendumskomitee ""Nein zum Abbau der ALV"""
